sentence,label
მეფის ქუჩაზე ლომებიანი სახლის შენობაში ყინულის ბარი გაიხსნება,2
იყიდება ბარი პეროვის ქუჩაზე კერძოდ ვაშლოვანზე მთლიანი ფართი,2
ფართოდ გავრცელდა საადრეო კარტოფილის მოყვანა საქართველოს ბარის ზონაში კარტოფილს თესავენ ზაფხულშიც თავთავიანი პურეულის,1
ქირავდება ბიზნესი იყიდება ან ქირავდება კაფე ბარი მდებარეობს ბათუმში პიაცასსთან ბარი იყიდება სრული,2
ფასდაკლება და გამრავლებულს ისადა ისნედლი ნავთობის ბარელების სავარაუდო რაოდენობის ზე ასათი რომელიც უნდა,3
ირანის გამოჩენას რომელიც ბაზარზე ყოველდღიურად მილიონ ბარელ ნავთობს გაიტანს და ამით ფასის ვარდნის,3
ხვდება რომ ეს შეუძლებელია გოგონებთან ერთად ბარშიც იყო კაფეშიც და საყიდლებზეც მაგრამ არაფერმა,2
ადგილიანი ადგილიანი ადგილიანი თავიანთი აბაზანით კაფე ბარით ფასი შეთანხმებით კვება მოლაპარაკებით ივლისი აგვისტო,2
დამარცხება შემდეგ ჩატვირთვის თამაშის დააჭირეთ სივრცეში ბარი და მენიუ რომ გამოჩნდება მონიშნეთ ტექსტი,3
მოძრაობდნენ გაურკვევლად ჩვენც გაურკვევლად ვმოძრაობდით შევდიოდით ბარებში სადაც გარეთ ვიჯექით და სიგარეტს ვეწეოდით,2
გამყიდველისაგან ქირავდება საბურთალოზე ინდივიდუალური პროექტის ოთახიანი ბარ სტუდიოს ტიპის ბინა ქავთარაძის გუდვილის პირდაპირ,2
ფიალის ბოლო წვეთი სახელდახელოდ კეტებითა და ბარ თოხებით შეიარაღებული ახმეტელები რუს მოხელეებს დაერივნენ,0
და გადაადგილება სათამაშო მოედანი და სივრცეში ბარი გამოიყენოთ ლითონის დეტექტორი ფრთხილად რადარი რომელიც,3
სართულზე ოთახი ევრორემონტით ჩაშენებული კარადებით საბზარეულო ბარ სტოიკით ცენტრალური გათბობით ტელეფონით ინტერნეტით რკინის,2
სააგენტოს ინფორმაციით აღმოსავლეთ საქართველოს ბარში ღამის საათებში ტემპერატურა გრადუსამდე დაიწევს მთაში,1
საბავშვო ბაღი სტომატოლოგიური კლინიკა თაკო ლუდის ბარი მუხამბაზი უნივერმაგი ალილო სემპერი ვივა კომპიუტერსი,2
სისტემით სველი წერტილით ევრო რემონტით სათავსოებით ბარით კონდენციონერით აივნით ვიდეო კონტროლით,2
ბავშვის ჩვენებაზე მანიპულირება მოხდა ტელევიზიით აჩვენეს ბარიც სადაც მათი ინფორმაციით პედოფილები იკრიბებოდნენ ამ,2
დამატებითი ინფორმაცია გამყიდველისაგან იყიდება კვ ბარ რესტორანი საუკეთესო ადგილას ბარების რიგში,2
მოსამსახურე კონტროლი ისრიანი ღილაკები გადაადგილება სივრცე ბარი შეტევა სცადეთ სხვადასხვა კომბინაცია ამ მიიღოს,3
შეუძლია გააკეთოს მართვა გადასვლა დაჭერით სივრცეში ბარი,3
იყიდება კვ ბარ რესტორანი ევრორემონტით საუკეთესო ადგილას ამჟამად გაქირავებულია,2
ჰაერის მაქსიმალური ტემპერატურა გრადუსი აღმოსავლეთ საქართველოს ბარში კი დღისით გრადუსი იქნება,1
თელ ავივში მდებარე ერთ ერთი ბარი ქალებს კრიტიკულ დღეებში სასმელებზე იან ფასდაკლებას,2
ბარება ბარებული ბარემ ბარვა ბარი ბარიდ ბარის პირა ბარკალი ბარსაბონი ბარტყა ბურტყი ბარტყი,3
ტომისგან აიღეს და ასეთი უნდა ყოფილიყო ბარები რომლებიც გვარებისა და ტოპონიმების წარმოქმნაში როგორც,3
ადამიანს ცივი იარაღით მიაყენეს ჭრილობები ახლომდებარე ბარებსა და რესტორნებში დაიღუპა შვიდი ადამიანი პოლიციის,2
რატომ უნდა მოგინდეს დაბადების დღის გადახდა ბარში სადაც ცოცხალი მუსიკაა როცა ტრადიციული ქართული,2
და უცებ დაინახა კაცი რომელიც იდგა ბარით ხელში და გამხმარ ნერგებს ახლით ცვლიდა,0
ძალად როგორ ვამუშავებდი სამაგიეროდ თოხისა და ბარის მოქნევაში კაცი არ სჯობდა ისეთი ბაღ,0
უთხრა სალიმ ნინის და ყავის ასადუღებლად ბართან მივიდა,2
დანიშნული ადგილას ისრიანი ღილაკები და სივრცეში ბარი,3
ის ინფორმაციით წლის მაისში ბარელ ნავთობზე ფასის მდე მატებას პროგნოზირებს ის,3
და კიდევ ათი წამის შემდეგ იმ ბარს ან ნიჩაბს უკანვე მოათრევს,0
და შენობის პირველ სართულზე არის კაფე ბარი სადაც შეგიძლიათ შეუკვეთოთ სასურვლი საუზმე და,2
შემთხვევაში ძირა იგივე კვლიავია უბრალოდ ძირას ბარში ეძახიან და ბოსტანში მოყავთ თესვით ხოლო,1
ამას ნამდვილად ვერ ვიტყვით შუხმანის ღვინის ბარზე სადაც ხარისხიანი ღვინის გარდა ძალიან საინტერესო,2
ცენტრალური ბანკის ხელმძღვანელმა მანათის სტაბილიზაციის პირობად ბარელ ნავთობზე იანი ფასი დაასახელა ილჰამ ალიევმა,3
სანამ ისინი თავდასხმა თქვენ პრეს სივრცეში ბარი თემა ჩვენების ზუმი თქვენ უნდა,3
ჰაერის ტემპერატურა დაბლობსა და ბარში გრადუსის ფარგლებში დაფიქსირდება აპრილს დასავლეთ საქართველოში,1
და პატარებიც ნიადაგში იზამთრებენ ამ დროს ბარვის პერიოდიც დაწყებულია და ყურადღებით უნდა ვიყოთ,0
ბევრის ხმალი გვექდნის ზევით მთის ქვევით ბარისა,1
აღმოსავლეთ საქართველოს ბარში ღამით მოსალოდნელია გრადუსი სითბო დღისით მაღალ,1
მშრალი კანონია დალევის მსურველები ერთ ერთ ბარში შეიკრიბებიან და სწორეს აქ გაიცნობენ ერთამენთს,2
სიგარეტი არ უნდა მოიხმარო საზოგადოებაში მაგრამ ბარში სადაც დასალევად ან ფეხბურთის საყურებლად მივდივარ,2
იყიდება ლესელიძეზე მოქმედი ბარ რესტორნის წილი ბარი არის სართულიანი საკუთარი ეზოთი სართული ბარი,2
მამულსა ჯერ პირველშია კარგათ შეიმუშავებენ რომ ბარვა და სასუქი აღარ მოუნდეს შემდეგ ზემოდამა,0
ბორცვისაკენ აქვს გაწვდილი ბორცვის მარჯვენა ნაწილზე ბარის პირის სიახლოვეს შემორჩა შავი ფერის რამდენიმე,3
მე საუკუნის დასაწყისიდან როცა მთის ხალხი ბარში იქნა ჩამოსახლებული და მიეცათ მიწის ნაკვეთი,1
ბიჭო ბარვაში სხვლაში შეწამვლაში არაფერში მეხმარები და რაღაცაში,0
გადამმუშავებელი სადგურის ხილვა სურს რომელიც დღეში ბარელს აწარმოებს და სადღაც ოც წელიწადში რაც,3
ისინი ლოს ანჯელესის ერთ ერთ ბარში შეხვდნენ ერთმანეთს მათმა შეხვედრამ ბევრი ადამიანი,2
ქუჩებისგან განსხვავებით აქ მიწისპირა მაღაზიებს კაფე ბარებს სილამაზის,2
ორ სართულინი უახლესი რემონტით ყოფილი კაფე ბარი ქირავდება ნებისმიერი დანიშნულებისათვის ფასი ლარი დღგ,2
დღე ჰქონდა და გვეპატიჟებოდა ერთ ერთ ბარში რომელიც შარდენზე მდებარეობდა ჩვენც დიდი სიამოვნებით,2
ტექნიკური მახასიათებლები ტიპი ორთქლსაწმენდი წნევა ბარი მოცულობა ორთქლის ტემპერატურა,3
წლის დასაწყისში რუსეთი დღე ღამეში მილიონ ბარელს მოიპოვებდა წლის ბოლოს ეს ციფრი მილიონამდე,3
ოთხ სართულიან შენობაში სადაც განლაგებულია კაფე ბარი საკონფერენციო დარბაზი კეთილმოწყობილი ეზო ავტო სადგომი,2
ამერიკელები ყოველდღიურად მილიონ ბარელ ნავთობს მოიხმარენ აქედან ნახევარზე მეტი იმპორტზე,3
გელით შეხვდით მზის ჩასვლას კოქტეილით ხელში ბარის ტერასიდან და ისიამოვნეთ,2
საშემსრულებლო ერთად ისრიანი ღილაკები და სივრცეში ბარი,3
თქვენი წარმატებით გამოყენების გასაღებები და სივრცეში ბარი გაკონტროლება თამაში და ფეხით ფინიშთან ასევე,3
მინდვრებში ვინაიდან ამ ჩამოსულებს არ ჰქონდათ ბარები რათა მიწაში დაემარხათ თავიანთი მომკვდარი თანამოძმეები,0
საათის გაზრდის ენერგეტიკული ბურთები რესეტი სივრცეში ბარი,3
რომელიც მთიან ზონაში პინების წანახადის ხოლო ბარში რძის პირის სახელწოდებითაა ცნობილი სანაღებეზე დაასხამდნენ,1
დამატებითი ინფორმაცია გამყიდველისაგან კვ კაფე ბარი სოლოლაკში ბარების რიგში ინვენტარით,2
სარწყავი არხი შიდა ქართლის ბარში წყალს იღებს მდინარე პატარა ლიახვიდან სოფ,1
გერმანიაში მიწისქვეშა მილსადენით აწვდიან ბარების ქსელს ლუდს მსოფლიოს სხვადასხვა ქვეყნებში მრავალრიცხოვანი,2
ამოცანაა გაანადგუროს მტერი ამისათვის თქვენ იყენებთ ბარი რომელიც აჩვენებს ხატები ჯარისკაცები გამოიწვიოს მისი,3
ბარიში გაიხსნა ოფიციალურ გახსნის ღონისძიებას დიპლომატები ბარის მუნიციპალიტეტის წარმომადგენლები და ქართული დელეგაცია ესწრებოდა,3
შედეგიც თბილისში გახსნილი ბორდელები და ღამის ბარები სადაც ბინძური არაბი შედის და ქართველ,2
გავრცელდა მთაში თუ პირიქით მთიდან მოედო ბარს ზევით მოტანილი საბუთების თარიღები და კიდევ,1
ქირავდება სასტუმრო სართული ნომრით სრული ინვენტარით ბარით მთლიანად გაქირავების შემთხვევაში არის ნომერი და,2
ხტომა ერთი ბლოკის სხვა გამოყენებით სივრცეში ბარი,3
აღსანიშნავია რომ ლევან ბუხაიძე რომელიც შარდენ ბარში მისულ სანდროს ახლდა მაისაურაძის მონათხრობს არ,2
ქუჩაზე ჩატარებული სპეცოპერაციის დროს ერთ ერთი ბარიდან ორი პირი დავით თოლორდავა და აზერბაიჯანის,2
საჭირო ავეჯით ასევე დამონტაჟებულია კარმის გამათბობელი ბარ სამზარეულო მარმარილოს ბუხრით ტელ ეკა,2
კვ მეტრის ბინა თანამედროვე დიზაინის ინტერიერით ბარ სტოიკით ავეჯით და ყველანაირი ტექნიკით ახალი,2
მიმართულივით მიაყარა მიცვალებულს ყველაფერი რაც მის ბარს მოჰყვა მიწა ქვები ნაფოტები ამას თავისი,0
მივედით იმ ბარში სადაც პირველად დავინახე ისს,2
ტექნიკით ცენტრ გათბობით ზაფხულის კონდიციონერით მისაღები ბარ სამზარეულოთი იზოლირებული საძინებლით სენსორული ლიფტით ტელეფონით,2
გაჩეჩილაძეზე ეს ისტორიული ბაღი გადააქციეს კაფე ბარად სადაც ერთი ფინჯანი ყავა სულ მცირე,2
მარტის მონაცემებით ირანი დღეში საშუალოდ მილიონ ბარელ ნავთობს აწარმოებდა აქედან გამომდინარე ირანში ნავთობის,3
ორი საძინებელი ერთი ელექტრობუხრით და სპილენძის ბარი რომელშიც პიანინო იყო ჩაშენებული ეს ფოტო,3
მოუწოდა ერთი თანამოაზრე კი თოხისა და ბარის მოსატანად გაუშვა რათა საფლავი გაეჭრათ მოსაგრემ,0
ღილაკს და აირჩიეთ სირთულის პრეს სივრცეში ბარი თუ გსურთ გამოტოვოთ ფონზე მიზანი თქვენი,3
საქართველოში და აღმოსავლეთ საქართველოს დაბლობსა და ბარში ნავარაუდებია თოვლჭყაპი მაღალმთიან რაიონებში კი თოვა,1
ღამეს მოხდა ქალაქის ცენტრთან ახლოს მდებარე ბარში რომელიც იმ დროისათვის დაკეტილი იყო,2
ვიცი რას შოულობს ამდენს ეს ჩაბინძურებული ბარი სადაც თავმოყვარე ადამიანი ფეხსაც არ ჩაადგამს,2
დამატებითი ინფორმაცია გამყიდველისაგან ქირავდება კაფე ბარი ნიკოლაძეზე კვ გარემონტებული ყველანაირი ინვენტარით ფასი,2
წლის დასაწყისში ერთ ბარელ ნავთობზე ფასებმა რეკორდი მოხსნა დღეს კი,3
დარბაზი ტურისტული სამაგიდო ადგილობრივი ღირსშესანიშნაობები მინი ბარები ინტერნეტი გარე ბაღი რესტორანი ოთახი სამსახური,2
ცილინდრი უფროსი ცილინდრიანი სხეულის მასალა ფოლადის ბარი თუჯის უჟანგავი ფოლადის ჩამოსხმა გაყალბება სტანდარტული,3
ჰასბარა და ქვეყნებთან პირდაპირ კავშირებზე ხილიკ ბარ ებრაული კულტურული მემკვიდრეობის მარშრუტის მნიშვნელობაზე თამარ,3
ბინა კვ ევრორემონტით საძინებლით კაბინეტით ბუხრით ბარის ტიპის სამზარეულოთი აივნით ულამაზესი ხედებით ფასი,2
მარჯვენა და გადაადგილება სანაპიროზე და სივრცეში ბარი მიიღოს სასმელის ბარი და მაცივარი დაიცავით,3
დოლარია ხელსაყრელი ამჟამად კი რუსეთი ერთ ბარელ ნავთობს დოლარად ყიდის,3
გადაეტანა მისაღებად ისრიანი ღილაკები და სივრცეში ბარი,3
ზოგადი სპა აუზი საუნა ბარი ფითნეს ცენტრი კონსიერჯი რესტორანი ტერასა საკუთარი,2
შორს ერთი ნაგავსაყრელების იგი აკმაყოფილებს პროვინციული ბარი რომელიც ეშვება გოგონა მეტსახელად ჯონი ნულოვანი,3
ეს ხელს შეუწყობს გასაღებები და სივრცეში ბარი კლავიატურაზე გელოდებათ ძვირფასო მეგობრებო აქვს ლამაზი,3
ორადგილიანი კომფორტული ოთახი ინტერნეთით კონდიციონერით მინი ბარით პლაზმური ტელევიზორით და კაბელური მაუწყებლობით თანამედროვე,2
პირველი თვეა უფრო ცხელა ვიდრე მაისში ბარში ბაღეულის თაფლოვნები დაყვავილებულია იწყება მომთაბარეობა ამ,1
ფშავისა გავრცელებული იყო თუშეთში ხევსურეთში მოსაზღვრე ბარის რაიონებში მეზობელ ჩრდილო კავკასიის მთიელებში ლაშარის,1
ონლაინ თამაში ისრიანი ღილაკები და სივრცეში ბარი,3
საყვარელო მზრუნველი ტონით მითხრა თაკომ და ბარისკენ მიმაჩოჩა,2
ოთხი კომლი კაცი მათის მამულით მთით ბარით წყლით წისქვილით ველით ვენახით საწყლისპირით უბოძებია,1
მადლობა ვუთხრათ იმის გამო რაც მან ბარს წაიკითხე სურათები,3
ცენტრალური გათბობით ინტერნეტით პლაზმური ტელევიზორით სამზარეულო ბარის სტოიკით ბინაში არის საჭირო ჭურჭელი და,2
რიგში დგას და არავინ თოხნის არავინ ბარავს ეს იწვევს მასის ეკონომიკურ და პოლიტიკურ,0
მოხმარების მაჩვენებელი მლნ ბარელი ნავთობიდან მლნ ბარელამდე შემცირდება წლისთვის თუმცა პროგნოზით ასევე ცნობილი,3
მაღალი ხარისხის ლუდი თავისი კლიენტებისთვის მაგრამ ბარის მეპატრონე პეტრე ვეტცელი არ ეთანხმება ლოუს,2
დარჩნენ ქალაქში მათი თავშეყრის ერთადერთი ადგილია ბარი სადაც ბენზინის გენერატორია და საჭმელები სინათლე,2
სადაც ბაღებია გაშენებული აქვეა ტერასა და ბარიც საღამოს გასართობებიც და საერთო სამზარეულოც თქვენს,2
ერთ სიტყვით ბარი პრაგოსი და ბლოგერები დამეგობრდნენ,2
ახალგაზრდა ოქროს ბარელი ამ სამებაღეო და უნივერსიტეტი კოლეჯის სადგური,3
გამოიყენეთ და ისრები მიზანია და სივრცეში ბარი გადაღება ხუთი წუთის გარეშე დაკარგული ერთი,3
აშშ ში ნავთობის მოპოვება შემცირდა მლნ ბარელამდე დღე ღამეში წინა თვის მლნ ბარელის,3
უფრო ადრინდელი სასაფლაოა მთიდან რომ ხალხი ბარში ჩამოსახლდა დროებით მიტოვებული იქნა მერე ისევ,1
სამხრეთი აფრიკა ძალიან მდიდარი ქვეყანაა სადაც ბარს დაკრავ ალმასები ამოდის და გააფარჩაკეს ბრიტებმა,0
პატარა მყუდრო ბარი სადაც მე და ჩემი მდე სტუმარი,2
შეესყიდათ სასმელი რაციონი შედგებოდა ბარელი ლუდის ბარელი კონიაკისა და ბარელი რომისგან,3
ნოლზე დამჯდარი უთხრა გაბრაზებულმა პაატამ და ბარიდან გავიდა უჩამ კი იმდენი მოახერხა მაინც,2
წლის შემდეგ ყველაზე დაბალ დონეს მილიონ ბარელს მიაღწია რაც იმ ნორმაზე ნაკლებია რაც,3
თქმით ირანს მარტში ექსპორტის დღეში მილიონ ბარელამდე გაზრდა შეუძლია,3
ულამაზესი ბუხრით ახალი დამონტაჯებული სამზარეულოთი მარმარილო ბარი სტოიკით აივნით ფასი მაკლიერი არ შემაწუხოს,2
არასასიამოვნო სროლა მელნის თამაშის გამოიყენეთ სივრცეში ბარი ბანაობა ნაბიჯია,3
ქვიშნარი და შავმიწა ნიადაგი შემოდგომოთ ნიადაგს ბარავენ სმ ზე შეაქვთ კგ ნეშომპალა ან,0
შეტყობინება რომელიც ზე მიწვევდა ერთ ერთ ბარში მონოლოგით უნდა გამოსულიყო მურთაზ ჩიქოვანი რომელმაც,2
ელას დაბადების დღეა ქალაქის ერთ ერთ ბარში აპირებს აღნიშვნას და ხომ გესმის ხვალისთვის,2
ბუნგალო ბარი რომელიც განლაგებულია სასტუმრო კომპლექსის ცენტრში გთავაზობთ,2
შეგიძლიათ ბარი გააფორმოთ აქსესუარებით გამოიყენეთ მეტალის სპეციალური ღერძი,0
თამაშში და გამოყენება ამისათვის დააჭირეთ სივრცეში ბარი შესაცვლელად საკითხი არის ძირითადი როგორც კონტროლის,3
ჰაერის ტემპერატურა დღის საათებში დაბლობსა და ბარში გრადუსის ფარგლებშია მოსალოდნელი,1
ლიფტით ეზოში განთავსებულია საუნები აუზით კაფე ბარით დახურული ეზოთი და დაცვით ოთახიანი ბინა,2
ბანი ბანკი ბანტი ბანქო ბანჯგლი ბაჟი ბარავს ბარათი წერილი ბარაქა ბარაქი ბარაქიანი ბარბარიზმი,3
სასტუმროში ასევე ფართო არჩევანია რესტორნების და ბარების სადაც სტუმრებს ასევე საშუალება აქვთ ისარგებლონ,2
ადგილი ინფრასტრუქტურა მეტრო საბავშვო ბაღი კაფე ბარები რესტორნები ბანკები კლინიკა აფთიაქები მაღაზიები და,2
ზოგადი აუზი დაცვა ბარი ფითნეს ცენტრი კონსიერჯი ლიფტი რესტორანი საკონფერენციო,2
თუნდაც იმით რომ საკუთარი ხელით შეუძლია ბარვა თოხნა მარგვლა თესვა მითამ მე რითა,0
ორგანოებს და უთხრა რომ მას ბარში ლაშა თორდია ემუქრებოდა,3
დევიდ ბედიელის საოცნებო მშობლები წლის ბიჭუნა ბარი ბენეტზე მოგვითხრობს ის მშობლებით უკმაყოფილოა რადგან,3
და დასაკეცი სკამების გამოყენება ასევე შეიძლება ბარის მაგიდის განთავსება,2
ნარკოტიკებს დარწმუნებით შემიძლია გითხრათ რომ ის ბარები და რესტორნები რომლებსაც ფლობენ არაბები არის,2
ადმინისტრაციულ ტერიტორიული ერთეული შიდა ქართლის ბარის ჩრდილო დასავლეთ ნაწილში წლიდან გამოეყო ცხინვალის,1
სართული დიდი ოთახი ბარი დიდი ბუხარი ღია ვერანდა ხედი თბილისსზე,2
სასწრაფოდ იყიდება კაფე ბარის ინვენტარი განცხადება იტალიური კონვენციური ღუმელი კარტოფილი,2
და ლიბიის შემთხვევებში ერაყი დღეში მილიონ ბარელს აწარმოებს და ოპეკის წევრებიდან მეორე ადგილზეა,3
აივნით ულამაზესი ხედებით ლიფტით სტუდიოს ტიპის ბარ სამზარეულოთი ჩაშენებული სამზარეულოს გარნიტურით ფასი მის,2
ირანში ნავთობის მოპოვების ოდენობამ მიაღწია მილიონ ბარელს დღეში ასეთ,3
გათბობით გამწოვით ინვენტარით ვიტრაჟებით გამოდგება კაფე ბარისთვის რესტორნისთვის ფასში შედის საშემოსავლო გადასახადი ტელ,2
არქიმანდრიტ ილია კარტოზიას ცხედარი იტალიიდან ქალაქ ბარიდან საქართველოში ჩამოასვენეს მას სამების საკათედრო ტაძარში,3
საჭიროა კომფორტული დასვენებისთვის კომფორტული შეზლონგები ქოლგები ბარები სადაც შეგიძლიათ დააგემოვნოთ არომატული ყავა და,2
ჰაერის ტემპერატურა დაბლობსა და ბარში დასავლეთ საქართველოში გრადუსი იქნება აღმოსავლეთ საქართველოში,1
ჯერზე მინიმუმ ათასი ტონა ან ათასი ბარელის რაოდენობით გაიყიდება,3
ფიზიკურადაც ვიშრომებდი არ ვიცი თოხნა და ბარვა რამდენად გამომივა მაგრამ სხვა რამეს გავაკეთებდი,0
გამხდარი ბიჭი ბარით მიწას თხრიდა კახეთში ბარით შრომა არც არავის უკვირს მაგრამ უჩვეულო,0
რომელიც სააკაშვილის პერიოდში ჭავჭავაძეზე ერთ ერთი ბარიდან ვიხსენი კუდის კლანჭებიდან გუნცაძემ ყველაფერი გააკეთა,2
თანამედროვე ბელუქსის ავეჯით და ტექნიკით ჩაშენებული ბარის ტიპის სამზარეულოთი სველი წერტილები ესპანურ კაფელ,2
ამ ყველაფრისგან მისი ერთადერთი შვება ლუდის ბარია სადაც სამსახურის მერე თავის მეგობართან ერთად,2
ნაზუქთან ერთად ცხვებოდა ბასილა პურის გუთანი ბარები წალდები ცულები ჭიგოები მაგრამ ყველაზე მეტად,0
კომპანია გახდა და წლისათვის მისმა წარმოებამ ბარელს მიაღწია წლისათვის როდესაც ბიზნესი შეისყიდა ყოველწლიური,3
როდესაც გიორგიმ მითხრა რომ საღამოს ტიფანი ბარში მაგიდა ჰქონდა დაჯავშნილი და გამომივლიდა ნუ,2
სავალზე სტუმრებისთვის კეთილმოწყობილია ლამაზი ბაღი ტერასა ბარი და რესტორანი,2
ახალ დონეზე ოფისი ისრებით და სივრცეში ბარი აირჩიე გისურვებთ წარმატებულ რასის,3
ხნის დავიწყებული ტკბილი სურნელოვანი სასმელებით სავსე ბარი რომელსაც ნამდვილი თითბრის მოაჯირი ჰქონდა მაგრამ,2
სათვალთვალო და საბრძოლო კოშკები კი გავრცელებულია ბარისა და მთის ზონაში ხოლო ციხე სიმაგრეები,1
დამატებითი ინფორმაცია გამყიდველისაგან იყიდება ბიზნესი სუში ბარი ჰიპერმარკეტ კარფურში სართულაზე ფასი ასევე ძველ,2
ქირავდება გარემონტებული კაფე ბარი აბანოთუბანში ფასი შეთანხმებით კვ ტელ ნელი,2
გავრცელდა პატარების დიდ მეგობარ ჯეიმს მეთიუ ბარს ადგილობრივი ბავშვები მეტსახელ თი მიმართავდნენ ერთი,3
საბერძნეთი ერთ ერთ ბარში მამაკაცებს სასმელთან ერთად წლის ქალს სთავაზობდნენ,2
მთებზე შეინიშნებოდა ნალექი თოვლის სახით ხოლო ბარში თოვლი და ყინვა არ დაფიქსირებულა დაახლოებით,1
გერმანული დასაკეცი ბარები ნახმარი თუ იცით ნორმალური რამეებია,0
ის ცნობით ერთ ერთ ბარში ყოფნისას თურანმა ცნობილი თურქი მომღერლის ბერქაი,2
არც მთის მოსახლეობისთვის იყო უცხო მათ ბარში ჰქონდათ ვენახები ხატის ვენახები თოფურია,1
დამატებითი ინფორმაცია გამყიდველისაგან ქირავდება კვ ლაუნჯ ბარი ვაკეში გარემონტებული ინვენტარით ან ინვენტარის გარეშე,2
და ნისლიანი ამინდია მოსალოდნელი ზოგან იწვიმებს ბარში შესაძლებელია თოვლჭყაპი მთაში თოვლი დღის მაქსიმალური,1
არ არსებობს ღამის კლუბებში და ქუჩის ბარებში ამაში ახალგაზრდები და პროლეტარიატია ლიდერი,2
ფეხბურთის შემდეგ მოვდიოდი და ერთ ერთ ბარში შევიარე მინდოდა ცოტა დამელია,2
თუ არ მივატყნა თავის დრუჯბით ან ბარით მე გაგაფრთხილეთ დანარჩენი თქვენს ადამიანობაზეა მწვანე,0
დაბლობში დღის საათებში ხოლო აღმოსავლეთ საქართველოს ბარში გრადუსამდე მოიმატებს,1
პრეს სივრცეში ბარი როდესაც მიმართული იქნება საგანძური კრეფა მდე,3
